,SMILE,ph,SRP,solvent_-,solvent_1 M H2SO4,solvent_CH2Cl2,solvent_CH3CN,solvent_H2O,solvent_MeCN,solvent_PBS buffer,solvent_iso-propyl alcohol,type_anion,type_neutral,type_radical
637,C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CC#N)CC#N,7.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
402,CNC(=O)C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N2CC2,7.0,-0.387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
714,C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,7.0,-0.428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
824,C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)Cl,7.0,0.763,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
829,COC1=CC2=C(C=C1)NC3=CC=CC=C3S2,7.0,0.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
219,C[C@H]1[C@@H](O)[C@@H](N)C[C@H](O[C@H]2C[C@@](C(C)=O)(O)CC3=C2C(O)=C4C(C(C5=C(C(OC)=CC=C5)C4[O-])[O])=C3O)O1,7.0,-0.341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
641,O\N=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=N\O)[H])[H],7.0,-0.325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
861,C1=CC=C2C(=C1)C=CC4=C2SC3=CC=CC=C3N4,7.0,0.628,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
684,CC1=C(C=C[N+](=C1)C)C2=C(C=[N+](C=C2)C)C,7.0,-0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
834,COC1=CC2=C(C=C1)NC3=C(S2)C(=CC=C3)Cl,7.0,0.668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
624,C[N+]1=CC=CC2=C1C3=C(C=CC=[N+]3C)C=C2,7.0,-0.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
762,C1(=CC=C(C=C1)O)N,7.0,0.217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
692,CCOC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(=O)OCC)C)C,7.0,-0.323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
386,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)[N+](=O)[O-],7.0,-0.272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
884,CC1=NNC(=O)C1,7.0,0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
509,CN1C=NC(=C1S(=O)(=O)OC2=CC=C(C=C2)Cl)[N+](=O)[O-],7.0,-0.345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
267,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,0.0,1.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
746,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,7.0,-0.241,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
441,COC(=O)CN1C=CN=C1[N+](=O)[O-],7.0,0.355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
496,CN1C=NC(=C1S)[N+](=O)[O-],7.0,-0.538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
112,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,13.5,0.014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
691,CC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(C)=O)C)C,7.0,-0.356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
232,CC1=C(C([O-])C2=C(C1[O])N(C(=C2CO)C)C3=CC=CC=C3)OC,7.0,-0.345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
790,CC1=C(C=CC(=C1C)O)O,7.0,0.385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
607,CC1=C[N+]2=C(C=C1)C3=[N+](CC2)C=C(C=C3)C,7.0,-0.479,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
671,CC1COCC(N1C(=O)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC(=O)N4C(COCC4C)C)C,7.0,-0.291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
373,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,7.0,-0.305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
893,C1=CC=C([C-]=C1)C2=CC=CC=N2.C1=CC=C([C-]=C1)C2=CC=CC=N2.C1=CC=C([C-]=C1)C2=CC=CC=N2.[Ir+3],7.0,2.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
766,CN(C)C1=CC=C(C=C1)O,7.0,0.174,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
233,CC1=C(CO)C2=C(C(C=C(OC)C2[O-])[O])N1C3=CC=C(F)C=C3,7.0,-0.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
715,C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC#N,7.0,-0.383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
676,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,7.0,-0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
317,C1=CC=CC2=C1[CH-]C3C2C=CC=C3,7.0,-0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
648,C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCCS(=O)(=O)[O-])CCCS(=O)(=O)[O-],7.0,-0.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
410,COCC1=CC=C(O1)[N+](=O)[O-],7.0,-0.338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
817,C1=NC2=C(N1)C(=O)NC(=N2)N,7.0,0.62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
358,C2(C1=C(C)N(C(=C1C(C=C2)=O)C3=CC=CC=C3)C)=O,7.0,-0.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
258,C1=C(C=C(C(=C1O)O)O)CCN,7.0,0.042,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
627,ClC3=C2C=CC1=CC=C[N+]4=C1C2=[N+](C=C3)CCC4,7.0,-0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
632,C[N+]1=C(C=CC2=CC=CC=C21)C3=[N+](C4=CC=CC=C4C=C3)C,7.0,-0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
282,C1(=CC=C(C=C1)[CH2-])C,7.0,-1.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
376,C1(C=C(C(C(=C1)C)=O)Br)=C2C=C(C(C(=C2)Br)=O)Br,7.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
384,C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-],7.0,-0.257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
224,CN1C=C(CO)C2=C1C(C(OC)=CC2[O])[O-],7.0,-0.332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
866,CC1=C(C2=CC=CC=C2C(=C1)O)O,7.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
741,CC[N+]1=CC=C(C=C1)C#N,7.0,-0.626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
472,C1CCN(CC1)CCN2C=CN=C2[N+](=O)[O-],7.0,-0.325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
347,C1=CC2=C(C=C1CCl)C(=O)C=CC2=O,7.0,-0.094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
505,CN1C=NC(=C1OC2=CC=CC=C2)[N+](=O)[O-],7.0,-0.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
639,O=[S](=O)([O-])CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[S](=O)(=O)[O-],7.0,-0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
899,C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Fe+2],7.0,1.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
843,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C.COS(=O)(=O)[O-],7.0,0.861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
826,C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)I,7.0,0.758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
619,CC2=C(C=[N+]1CCC[N+]3=C(C1=C2)C=C(C)C(=C3)C)C,7.0,-0.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
846,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN(CC)CC,7.0,0.954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
645,C1=C(C=[N+]2C(=C1)N(CC2)C3=CC=CC=C3)[N+](=O)[O-],7.0,-0.266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
889,C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Fe+2],7.0,1.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
556,C1CSC2=NC=C(N21)[N+](=O)[O-],7.0,-0.467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
870,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,7.0,0.079,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
577,CN1C2=C(N=C1[N+](=O)[O-])N(C(=O)N(C2=O)C)C,7.0,-0.205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
85,CC1=CC([O])C(=C(C1[O-])OC)OC,7.0,-0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
242,C1=C(C([O])C(=CC1=C2C=C(C([O-])C(=C2)Cl)Cl)Cl)Cl,7.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
698,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCO,7.0,-0.422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
159,COC1=C(OC)C(C2=CC=CC=C2C1[O])[O-],7.0,-0.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
524,CN1C=C(N=C1S(=O)(=O)C)[N+](=O)[O-],7.0,-0.446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35,NC(CO)CC1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,7.0,0.454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
540,CN1C(=CN=C1I)[N+](=O)[O-],7.0,-0.454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170,CC1=CC(O)C2=C(C1O)N=CC=C2,7.0,-0.282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
654,CN(C)C(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)N(C)C,7.0,-0.301,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
778,C1(=CC=C(C=C1O)CC(C(O)=O)N)O,7.0,0.014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
770,C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)N,7.0,0.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
858,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,7.0,0.877,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
733,C1CSSC1CCCCC(=O)N,7.0,-1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
95,C1=CC=C(C(=C1)[O])[O-],7.0,0.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
563,CCOC(=O)C[N]1C=CC=C2C(=CN=C12)[N+](=O)[O-],7.0,-0.616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
240,COC1=CC([O])C2=C(C1[O-])C(=C3N2CCC3)CO,7.0,-0.317,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
742,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,7.0,-0.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
574,CC(=O)OCCN(CCOC(=O)C)C1=CC=C(C2=C(C3=CC=CC=C3N=C12)NCCCN(C)C)[N+](=O)[O-],7.0,-0.314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
690,CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCO)C)CCO,7.0,-0.481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
460,C1=CN=C([N]1CC(COC(CCl)COC(C)C)O)[N+](=O)[O-],7.0,-0.395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
553,CC1=NC=C(N1CC(COC)O)[N+](=O)[O-]  ,7.0,-0.479,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
796,C1=CC=C(C=C1)N,7.0,1.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
206,[O-]C1C2=C(CCC3)N3C(C4=CC=CC=C4)=C2C([O])C(C)=C1C,7.0,-0.435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
392,C1=CC=C(C=C1)[N+](=O)[O-],7.0,-0.486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
397,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],7.0,-0.396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
827,CC1=CC2=C(C=C1)NC3=CC=CC=C3S2,7.0,0.651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
217,[O-]C1C2=CC=CC=C2C3=CC=CC=C3C1[O],7.0,-0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4,O=C(O)CCCC1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,7.0,0.324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
642,CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,7.0,-0.455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
814,C1=C(NC(=O)N=C1)N,7.0,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
612,C1=C[N+]4=C(C=C1)C2=[N+](C(=CC=C2)C3=CC=CC=C3)CC4,7.0,-0.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
738,C[N+]1=CC=C(C=C1)C(=O)N,7.0,-0.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
546,CN1C(=CN=C1SCCOC2=CC=C(C=C2)C(=O)O)[N+](=O)[O-],7.0,-0.481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
725,C[N+]1=CC2=C(C=C1)C3=C(C=C2)C=[N+](C=C3)C,7.0,-0.374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
683,CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)C)C)C,7.0,-0.552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
98,C1=CC=C(C(=C1)O)O,11.0,0.139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
727,C[N+]1=CC=CC2=C1C=CC3=C2C=CC=[N+]3C,7.0,-0.268,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
573,CN(C)CCCNC1=C2C(=CC=C(C2=NC3=CC=CC=C31)N(C)C)[N+](=O)[O-],7.0,-0.334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
406,C1(=C(C=C(C(=C1)[N+](=O)[O-])N(C)C)C(=O)N([H])[H])[N+](=O)[O-],7.0,-0.464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
502,CN(C)CN[S](=O)(=O)C1=C([N+]([O-])=O)N=C[N]1C,7.0,-0.402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
47,C1=CC([O])C=CC1[O-],7.0,0.099,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32,NCC(O)/C=C/C1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,7.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
200,[O-]C1C=CC([O])C2=C(C)N(C)C(C3=CC=CC=C3)=C12,7.0,-0.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
134,C1CN1C2=C(C([O-])C(=C(C2[O])F)N3CC3)F,7.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27,C1=CC=C[C-]1[Fe+2][C-]1C([Si](C)(C)(C))=C(CN(C)(C))C=C1,7.0,0.584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
798,C1=CC=C2C(=C1)C=CN2,7.0,1.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
230,CCC1=C(C2=C(N1CC3=CC=CC=C3)C([O])C=C(C2[O-])OC)CO,7.0,-0.326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
489,C1CC(CN(C1)CC(CN2C=CN=C2[N+](=O)[O-])O)O,7.0,-0.357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
772,C1=CC(=C(C(=C1)O)O)C(=O)O,7.0,0.118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
378,C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O,7.0,-0.114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
288,C1(=CC=CC(=C1)[CH2-])CN,7.0,-0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
418,C1=C(NC=C1[N+](=O)[O-])[N+](=O)[O-],7.0,-0.445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
674,CCOC(=O)C(C1=CC=CC=C1)[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C(C4=CC=CC=C4)C(=O)OCC,7.0,-0.188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
391,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],7.0,-0.358,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
592,C1=CC=[N+]2C=C[N+]3=CC=CC=C3C2=C1,7.0,-0.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
498,CN1C=NC(=C1S(=O)(=O)C)[N+](=O)[O-],7.0,-0.355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
138,C1=CC=C2C([O])C=CC([O-])C2=C1,7.8,-0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
