,SMILE,ph,SRP,solvent_-,solvent_1 M H2SO4,solvent_CH2Cl2,solvent_CH3CN,solvent_H2O,solvent_MeCN,solvent_PBS buffer,solvent_iso-propyl alcohol,type_anion,type_neutral,type_radical
62,CC1=CC(O)C(=C(C1O)C)C,7.0,0.393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
471,C1CCN(C1)CCCCN2C=CN=C2[N+](=O)[O-],7.0,-0.389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
647,O=C(CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)OO)OO,7.0,-0.431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
128,[O]C1C(Cl)=CC([O-])C(Cl)=C1,7.0,0.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
888,C1=C[CH]C=C1.C1=C[CH]C=C1.[Fe],7.0,0.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
520,CN1C=NC(=C1S(=O)(=O)NC2=CC=CC3=CC=CC=C32)[N+](=O)[O-]  ,7.0,-0.453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
64,CC1=C(C(O)C(=C(C1O)C)C)C,7.0,0.354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14,OC(C)C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,7.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
156,CC(OCC1=CC2=C(C(C=CC2[O-])[O])C=C1)=O,7.67,-0.094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
40,OB(C1=CC=C[C-]1[Fe+2][C-]2C=CC=C2)(O)O,7.0,0.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
492,C1=NC(=C(N1)[N+](=O)[O-])I,7.0,-0.503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
379,C1=CC=C(C4=C1C2=NN(C3=CC=C(C(C23)C4=O)NCCNCCO)CCNCCO)O,7.0,-0.538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
187,OC1=CC=CC2=C1C(C3=C(C(O)=CC=C3)C2[O])[O-],11.0,-0.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
763,COC1=CC=C(C=C1)O,7.0,0.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
216,NC1=CC=CC2=C1C(N=NC2[O-])[O],7.0,0.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
791,CC1=C(C(=C(C(=C1C)O)C)C)O,7.0,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
52,C1=CC(O)C=CC1O,7.0,0.286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
337,C1=CC=C2C(=O)C=CC(=O)C2=C1,7.0,-0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
748,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(CN2C1=CC(=C(C)C=C1N=C3C(=O)N([H])C(=O)N=C23)C[N]4C=C[N+](=C4)C)OC(C)=O,7.0,-0.118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
719,C=C(C)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(N)=O,7.0,-0.336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
724,C[N+]2=CC1=C3C(=CC=C1C=C2)[N+](=CC=C3)C,7.0,-0.302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
295,C1=CC=CC=C1[C](O)C(F)(F)F,7.0,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
701,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=C(\C#N)[H])[H],7.0,-0.369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
251,C1=C(C=C(C(=C1O)O)O)C(=O)O,0.0,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
726,C[N+]1=CC2=C(C=C1)C3=C(C=C2)[N+](=CC=C3)C,7.0,-0.405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
461,C1COCCN1CCN2C=NC=C2[N+](=O)[O-],7.0,-0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
455,C1=CN(C(=N1)[N+](=O)[O-])CC(=O)N(CCO)CCO,7.0,-0.398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
908,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Ru+2],7.0,0.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
815,C1=NC2=NC=NC(=C2N1)N,7.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
269,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,13.5,0.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
201,CC1=C(C)C(C2=C3N(CCC3)C=C2C1[O])[O-],7.0,-0.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
161,[O]C1C2=CC=CC=C2C([O-])C(SCC(NC(CCC(N)C(O)=O)=O)C(NCC(O)=O)=O)=C1,7.0,-0.132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
555,CC1=NC=C(N1CCN2CCOCC2)[N+](=O)[O-],7.0,-0.457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
729,C1=CC=[N+]2C=C3C(=CC2=C1)C=CC4=CC5=CC=CC=[N+]5C=C43,7.0,-0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
401,C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-],7.0,-0.385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
702,CSC(=C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C)SC,7.0,-0.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
476,O=[N](=O)C1=NC=C[N]1CCNC2=NC=CC=C2,7.0,-0.395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
821,C12=C(NC(=O)N1)NC(=O)NC2=O,7.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
771,C1=CC=C(C(=C1)O)O,7.0,0.043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
105,C1=CC(=C(C=C1CCN)O)O,13.5,0.018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
565,CCOC(=O)C[N+]2=C1[N](C=C(C1=CC=C2)[N+](=O)[O-])[H],7.0,-0.626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
389,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,7.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,O=C(O)CC1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,7.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
851,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,7.0,0.894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
561,C1=CC2=C(N=C1)N(C=C2[N+](=O)[O-])CC(=O)NCCO,7.0,-0.546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
80,COC1=CC(O)C=C(C1O)OC,7.0,0.187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
205,[O-]C1C2=C(CCC3)N3C(C)=C2C([O])C=C1,7.0,-0.438,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
34,OCC(N)CC1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,7.0,0.449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
775,C1=CC(=C(C=C1CCN)O)O,7.0,0.018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
508,CN1C=NC(=C1S(=O)(=O)OC2=CC=CC=C2)[N+](=O)[O-],7.0,-0.342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
427,CN1C(=CN=C1[N+](=O)[O-])C(CO)O,7.0,-0.396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
454,C=CCOCC(CN1C=CN=C1[N+](=O)[O-])O,7.0,-0.391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
366,CCOC(=O)C1=C2C(=O)C=C(C(=O)C2=C3N1CCC3)C,7.0,-0.368,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
91,CC1=C(C(O)C(=CC1O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C,7.0,0.055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
339,C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O,7.0,-0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
564,O=C(C[N]1C=CC=C2C(=CN=C12)[N](=O)=O)NCCCN3CCOCC3,7.0,-0.632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
345,C1=CC=C2C(=C1)C(=O)C=C(C2=O)COC(=O)NCCCl,7.0,-0.122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
776,C1=CC(=C(C=C1[C@H](CN)O)O)O,7.0,0.044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
241,[O]C(C(Br)=C/1)C(Br)=CC1=C2C=C(Br)C(C(Br)=C/2)[O-],7.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
13,C1=CC=C[C-]1[Fe+2][C-]1C=C(C=C1)CCO,7.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
315,CO[CH2-],7.0,-1.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
600,CC1C[N+]2=CC=CC=C2C3=CC=CC=[N+]13,7.0,-0.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
387,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])[N+](=O)[O-],7.0,-0.271,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
273,C1=CC(=CC=C1[CH2])OC2=CC=CC=C2,7.0,0.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166,CC1=C(C/C=C(CCCC(CCCC(CCCC(C)C)C)C)\C)C(C2=CC=CC=C2C1O)O,7.0,0.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
840,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)C(C)CN(C)C,7.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
904,C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Os+2],7.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
646,CC(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)C,7.0,-0.305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
818,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H],7.0,0.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
484,COC1=CC=C(C=C1)NCC(CN2C=CN=C2[N+](=O)[O-])O,7.0,-0.391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
892,C1=CC=C2C(=C1)SC3=CC=CC=C3S2,7.0,1.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
504,CN1C=NC(=C1S(=O)(=O)NCN2CCOCC2)[N+](=O)[O-],7.0,-0.394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
831,CCOC1=CC2=C(C=C1)NC3=CC=CC=C3S2,7.0,0.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
243,[O-]C(C(C1=C2NC(C(O)=O)=C1)[O])C3=C2C(C(O)=O)=CC(C(O)=O)=C3,7.0,-0.114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
566,CCN(CC)CC(CNC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)[N+](=O)[O-])O,7.0,-0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
562,C1COCCN1CCCNC(=O)CN2C=C(C3=C2N=CC=C3)[N+](=O)[O-],7.0,-0.532,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
686,C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)C)C3=CC=CC=C3)C4=CC=CC=C4,7.0,-0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
189,OC1=CC=CC2=C1C(C3=C(C=CC=C3O)C2[O])[O-],11.0,-0.405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
782,C1=CC(=CC=C1O)O,7.0,1.041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
699,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC=C,7.0,-0.426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
475,O=[N](=O)C1=NC=C[N]1CCNC2CCNCC2,7.0,-0.399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
681,CCC[N+]1=CC=C(C=C1)C2=CC(=[N+](C=C2)CCC)C,7.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
510,CN1C=NC(=C1S(=O)(=O)OC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],7.0,-0.302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
58,CC1=CC(O)C(=CC1O)C,7.0,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
474,C1CCN(CC1)CCCCN2C=CN=C2[N+](=O)[O-],7.0,-0.386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
560,C1=CC2=C(N=C1)N(C=C2[N+](=O)[O-])CC(CO)O,7.0,-0.607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
856,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,7.0,0.827,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
747,CC1=CC2=C(C=C1CN3C=CN=C3)N(C4=NC(=O)NC(=O)C4=N2)CC(C(C(CO)O)O)O,7.0,-0.173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
252,COC(=O)C1=CC(=C(C(=C1)O)O)O,7.0,0.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
21,C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1CCN,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
313,C[C-](C)C,7.0,-1.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
459,C1=CC=C(C=C1)OCCCN2C=CN=C2[N+](=O)[O-],7.0,-0.409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
160,C1=CC=C2C(=C1)C([O-])C(=C(C2[O])Cl)Cl,7.0,-0.036,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
276,C1=CC(=CC=C1[CH2])Cl,7.0,0.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
191,[O]C1C2=CC=CC=C2C([O-])C3=C1C=CC(S(=O)([O-])=O)=C3,7.0,-0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
385,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,7.0,-0.345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
805,C1=CC=C2C(=C1)C(=CN2)CCN,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
413,CN1CCN(CC1)CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],7.0,-0.214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
491,CN1CCN(CC1)CC(CN2C=CN=C2[N+](=O)[O-])O,7.0,-0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
343,COCC1=CC(=O)C2=CC=CC=C2C1=O,7.0,-0.129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
769,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N,7.0,0.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
308,C[CH]C1=CC=CC=C1,7.0,0.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
661,C1=CC=C(C=C1)[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C4=CC=CC=C4,7.0,-0.288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
130,OC1C(Cl)=CC(O)C(Cl)=C1,7.0,0.544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
663,CCN(CC)C(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)N(CC)CC,7.0,-0.318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
871,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,7.0,0.048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
99,C1=CC=C(C(=C1)O)O,3.5,0.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
372,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,7.0,-0.292,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
87,CC1=C(C(O)C(=C(C1O)OC)OC)CC=C(C)C,7.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
458,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],7.0,-0.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
330,CC1=CC(=O)C(=CC1=O)C,7.0,-0.067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
214,OC(C1C(C(C(O1)=O)O)O)CO,7.0,0.054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
466,C1COCCN1CCCCCN2C=CN=C2[N+](=O)[O-],7.0,-0.399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
121,COC1=CC(=CC(=C1)O)O,0.0,0.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
614,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]3C1,7.0,-0.549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20,C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1CN,7.0,0.539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
700,COCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,7.0,-0.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
71,CC(C)(C)C1=CC([O])C=CC1[O-],7.0,-0.032,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
106,C1=CC(=C(C=C1C(CN)O)O)O,13.5,0.044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
270,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,7.0,-0.037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
860,C1=CC=C2C(=C1)C=CC3=C2NC4=CC=CC=C4S3,7.0,0.633,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
435,C1(=CN=C([N]1C)[N+](=O)[O-])C(=NN2CCCCC2)[H],7.0,-0.376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
102,COC(C1=CC=CC(O)C1O)=O,13.5,0.118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
